"source","Item (EN)","Category/Department (EN)","Description (EN)","Variant Name"
"Zima-pet care","Belcando Adult Active Dry Food For Dogs 4Kg","Pet Dry Food","Description:
 Fuel your dog’s adventures with Belcando Adult Active Dry Food for Dogs 4kg, a high-energy, premium dog food designed for adult dogs with active lifestyles. Whether your dog is an athlete, a working dog, or simply enjoys a lot of exercise, this nutrient-packed formula provides the ideal balance of high-quality protein, healthy fats, and easily digestible carbohydrates to support stamina, muscle recovery, and overall vitality.
 Made with poultry as the primary protein source, Belcando Adult Active ensures your dog gets the strength they need for intense physical activities, while rice, vegetables, and herbs offer optimal digestibility and nutritional benefits. The inclusion of omega-3 and omega-6 fatty acids promotes healthy skin, a shiny coat, and cognitive function, while the added vitamins and minerals support your dog’s overall health.
 
 Key Features:🐾
 
 
 
 
 Designed for Active Dogs: Specially formulated for adult dogs with high energy levels, whether they’re athletes, working dogs, or simply highly active pets.
 
 
 
 High-Quality Poultry Protein: Poultry as the primary protein source helps maintain muscle mass, stamina, and strength for dogs on the go.
 
 
 
 Healthy Fats for Energy: A perfect balance of fats provides your dog with sustained energy throughout the day, perfect for active lifestyles.
 
 
 
 Omega Fatty Acids: Omega-3 and omega-6 fatty acids support skin health, a glossy coat, and brain function, ensuring your dog looks and feels great.
 
 
 
 Easily Digestible Formula: Rice and vegetables provide an easily digestible carbohydrate source, promoting optimal digestion and energy levels.
 
 
 
 No Artificial Additives: Free from artificial colors, flavors, and preservatives, ensuring a natural and wholesome meal for your dog.
 
 
 
 Why Choose Belcando Adult Active Dry Food for Dogs 4kg?🐾
 
 
 
 Perfect for active and working dogs who need extra energy to fuel their physical activities.
 
 
 Supports muscle maintenance, energy, and stamina with high-quality poultry protein and healthy fats.
 
 
 Promotes a healthy, shiny coat and optimal brain function with omega fatty acids.
 
 
 No artificial additives, offering only the best natural ingredients for your dog’s health.
 
 
 Give your active dog the premium nutrition they deserve with Belcando Adult Active Dry Food for Dogs 4kg – the high-performance dog food designed to support energy, strength, and overall well-being.
 Analytical constituents🐾
 
 Protein 25.0 %; Fat content 14.5 %; Crude ash 7.0 %; Crude fibre 3.2 %; Moisture 10.0 %; Calcium 1.3 %; Phosphorus 0.9 %; Sodium 0.3 %
 الوصف:
 
 غذِّ مغامرات كلبك بطعام Belcando Adult Active Dry Food للكلاب 4 كجم، وهو طعام كلاب عالي الطاقة ومتميز مصمم للكلاب البالغة ذات أنماط الحياة النشطة. سواء كان كلبك رياضيًا أو كلبًا عاملاً أو يستمتع ببساطة بالكثير من التمارين الرياضية، توفر هذه التركيبة المليئة بالعناصر الغذائية التوازن المثالي بين البروتين عالي الجودة والدهون الصحية والكربوهيدرات سهلة الهضم لدعم القدرة على التحمل وتعافي العضلات والحيوية بشكل عام.مصنوع من الدواجن كمصدر أساسي للبروتين، يضمن Belcando Adult Active حصول كلبك على القوة التي يحتاجها للأنشطة البدنية المكثفة، بينما توفر الأرز والخضروات والأعشاب قابلية هضم مثالية وفوائد غذائية. يعزز تضمين أحماض أوميجا 3 وأوميجا 6 الدهنية صحة الجلد وفراء لامع ووظيفة إدراكية، بينما تدعم الفيتامينات والمعادن المضافة صحة كلبك بشكل عام.
 
 الميزات الرئيسية:🐾
 
 مصمم للكلاب النشطة: مصمم خصيصًا للكلاب البالغة ذات مستويات الطاقة العالية، سواء كانت رياضية أو كلاب عاملة أو ببساطة حيوانات أليفة نشطة للغاية.بروتين الدواجن عالي الجودة: تساعد الدواجن كمصدر أساسي للبروتين في الحفاظ على كتلة العضلات والقدرة على التحمل والقوة للكلاب أثناء التنقل.دهون صحية للطاقة: يوفر التوازن المثالي للدهون لكلبك طاقة مستدامة طوال اليوم، وهو مثالي لأنماط الحياة النشطة.أحماض أوميجا الدهنية: تدعم أحماض أوميجا 3 وأوميجا 6 الدهنية صحة الجلد وفراء لامع ووظيفة الدماغ، مما يضمن أن يبدو كلبك ويشعر بالراحة.تركيبة سهلة الهضم: يوفر الأرز والخضروات مصدرًا للكربوهيدرات سهل الهضم، مما يعزز الهضم الأمثل ومستويات الطاقة.بدون إضافات صناعية: خالٍ من الألوان والنكهات والمواد الحافظة الاصطناعية، مما يضمن وجبة طبيعية وصحية لكلبك.
 
 لماذا تختار طعام Belcando الجاف النشط للبالغين للكلاب 4 كجم؟🐾
 
 مثالي للكلاب النشطة والعاملة التي تحتاج إلى طاقة إضافية لتغذية أنشطتها البدنية.يدعم صيانة العضلات والطاقة والقدرة على التحمل مع بروتين الدواجن عالي الجودة والدهون الصحية.يعزز معطفًا صحيًا ولامعًا ووظيفة دماغية مثالية مع أحماض أوميجا الدهنية.لا يحتوي على أي إضافات صناعية، فهو يقدم فقط أفضل المكونات الطبيعية لصحة كلبك.
 امنح كلبك النشط التغذية المتميزة التي يستحقها مع طعام Belcando Adult Active Dry Food للكلاب 4 كجم - طعام الكلاب عالي الأداء المصمم لدعم الطاقة والقوة والرفاهية العامة.",""
"Zima-pet care","Artu Crocchette Con Manzo Kibbles With Beef 4 Kg","Pet Dry Food","Artu Beef Dog Dry Food 4kg
 
 
 LE 750.00
 
 
 
 Artù is a range of dry and wet food that Monge developed to assure your four-legged friends a daily diet that fits in with the family routine. The superb quality is guaranteed by the company’s long experience in Italy producing the full Artù range of tasty, easyto- digest recipes that...
 
 
 
 Weight :
 
 4kg
 
 
  
 4kg
  
 
 
 
 Quantity :
 
 -
 
 +
 
 
 Subtotal :LE 750.00
 
 
 
 
 Movement :Dog
 Availability :In Stock
 
 Add to Cart
 
 
 
 
 
 
 
 Buy it now
 
 
 
 
 
 
 
 
 
 
 
 Add to wishlist
 
 
 
 
 
 
 
 
 
 
 
 
 Description
 Reviews
 Shipping Details
 
 
  
 Artù is a range of dry and wet food that Monge developed to
 assure your four-legged friends a daily diet that fits in with the
 family routine. The superb quality is guaranteed by the company’s
 long experience in Italy producing the full Artù range of tasty, easyto-
 digest recipes that are colouring and additive-free.
  
 Complete food for all breeds dogs with beef meat. Tasty
 and digestible with vitamins A, D3 and E that promote the
 health and well-being of the animal. No coloring agents and
 preservatives.
  
 COMPOSITION
 Cereals, meat and meat derivatives (min. 4.1% beef), vegetable origin sub-products, oils and fats,
 vitamins, mineral substances
 Protein 21%, crude oils and fats 8%, crude ash 9.5%, crude fibre 4%
 CE approved additives.
 Vitamin A 15,000 U.I./Kg, Vitamin D3 1200 U.I./, Vitamin E (all rac alpha tocopheryl acetate) 50mg/Kg,
 Manganous Sulphate Monohydrate 24 mg/Kg (Manganese 8 mg/Kg), Zinc Oxide 50 mg/Kg (Zinc 36
 mg/Kg), Cupric Sulphate Pentahydrate 12 mg/Kg (Copper 3 mg/Kg), Ferrous Sulphate Monohydrate
 90 mg/Kg (Iron 26 mg/Kg), Sodium Selenite 0.12 mg/Kg (Selenium 0.05 mg/Kg), Calcium Iodate
 Anhydrous 0.7 mg/Kg ( Iodine 0.4 mg/Kg).",""
"Zima-pet care","AK Bone Biter 18Cm (S)","Pet Toys","",""
"Zima-pet care"," Encourages problem-solving and keeps your dog mentally active.","","",""
"Zima-pet care","Ambrosia Fresh Chicken & Salmon Puppy Large Breeds Junior All Breeds 2Kg","Puppy","Our AMBROSIA Growth for Large Breeds – Fresh Chicken &amp; Salmon recipe has a medium sized kibble and combines fresh chicken with dehydrated salmon and selected fruits and vegetables. It also boasts high amounts of glucosamine and chondroitin, two important ingredients for healthy joint development along with prebiotics and probiotics to improve digestion and the immune system. Ambrosia Fresh Chicken &amp; Salmon is a superior grain free kibble that is offering optimal nutrition for all breeds of dogs.
 Fresh Chicken &amp; Salmon Composition
 Poultry (37% of which fresh deboned chicken 15%, dehydrated poultry 22%), potato starch, animal fat (poultry 11,5%) green peas, green split peas, hydrolyzed chicken protein (8%), dehydrated salmon (4%), dried beet pulp, flax seed, minerals, dried brewer’s yeast, dried chicory (a natural source of FOS and inulin), salmon oil (0,5%), MOS (mannan – oligosaccharides), glucosamine hydrochloride (750 mg/kg), chondroitin sulfate (750 mg/kg), dried broccoli, dried spinach, dried cranberries, dried blueberries, plant extract (Yucca schidigera, Rosemarinus sp, Vitis sp, Curcuma sp, Citrus sp, Eugenia sp).
 
 INSTRUCTIONS FOR PROPER USE:
 The product should be given dry. The dog should always have fresh water available. Store in cool and dry place. Use preferably before the Best Before Date which is printed on the packaging. Please ensure the pack is properly closed after opening.
 
 
 
 Expected Adult Weight(kg)
 2 MONTHS
 3 MONTHS
 6 MONTHS
 9 MONTHS
 12 MONTHS
 18 MONTHS
 24 MONTHS
 
 
 
 
 20
 258
 298
 323
 314
 289
 Adult
 Adult
 
 
 25
 295
 342
 376
 370
 350
 335
 Adult
 
 
 30
 327
 383
 425
 420
 401
 379
 Adult
 
 
 40
 388
 460
 515
 511
 487
 459
 Adult
 
 
 50
 442
 523
 596
 595
 572
 553
 532
 
 
 60
 487
 583
 673
 674
 647
 627
 601
 
 
 70
 526
 639
 742
 745
 723
 698
 666
 
 
 
 
 Daily Meals
 3
 3
 3
 2
 2
 2
 2
 
 
 
 
 
 
 
 Crude Protein
 30 %
 
 
 Crude Fat
 20 %
 
 
 Omega 3 fatty acids
 0.7 %
 
 
 Omega 6 fatty acids
 2.8 %
 
 
 Inorganic matter
 8.5 %
 
 
 Crude fibre
 2.5 %
 
 
 Moisture
 9 %
 
 
 Ca (calcium)
 1.6 %
 
 
 P (phosphore)
 1.1 %",""
"Zima-pet care","AK Pet Cave Style Beds","Cat Accessories","","Brown"
"Zima-pet care","AK Bone Biter 22Cm (L)","Pet Toys","",""
"Zima-pet care","Bavaro Task 23/9 18Kg","Newest Products","For working dogs that have light jobs to accomplish, BAVARO Task 23/9 is the right choice.
  
 
 
 
 Protein
 %
 23
 
 
 Fat content
 %
 9
 
 
 Crude fibre
 %
 2.7
 
 
 Crude ash
 %
 7.3
 
 
 Calcium
 %
 1.4
 
 
 Phosphorus
 %
 0.7
 
 
 Metabolisable energy*
 MJ/kg
 14.75
 
 
 Metabolisable energy*
 kcal/kg
 3524
 
 
 
 
 
 
 Vitamin A
 I.U.
 13000
 
 
 Vitamin D3
 I.U.
 1300
 
 
 Vitamin E
 mg
 90
 
 
 Iron (ferrous sulfate, monohydrate)
 mg
 135
 
 
 Zinc (zinc chelate of glycine, hydrate)
 mg
 120
 
 
 Manganese (manganese-(II)-oxide)
 mg
 12
 
 
 Copper (cupric chelate of glycine, hydrate)
 mg
 16
 
 
 Iodine (calcium iodate, anhydrous)
 mg
 1.5
 
 
 Selenium (sodium selenite)
 mg
 0.2",""
"Zima-pet care","Anloos Dog In Sect Collar","Pet Harnesses, Collars & Leashes","Description:
 Protect your dog from pesky insects with the Anloos Dog Insect Collar! This highly effective, long-lasting collar provides full protection against fleas, ticks, and other insects, ensuring your dog stays comfortable and safe all year round. Whether you're out for a walk or lounging at home, this collar gives you peace of mind knowing your pet is protected.
 
 Key Features:🐾
 
 
 
 Effective Insect Protection: The Anloos Dog Insect Collar provides continuous protection against fleas, ticks, and other harmful insects, keeping your dog free from discomfort and potential health risks.
 
 Safe &amp; Non-Toxic: Made from safe, non-toxic materials, this collar is gentle on your dog’s skin while still offering powerful insect-repelling properties.
 
 Water-Resistant: The collar is water-resistant, meaning your dog can enjoy outdoor activities, even in the rain, without compromising the effectiveness of the collar.
 
 Adjustable Fit: Designed to fit dogs of all sizes, the collar is fully adjustable, ensuring a comfortable fit for your dog without causing irritation.
 
 Long-Lasting Protection: With up to 8 months of continuous protection, the Anloos Dog Insect Collar ensures your dog stays protected for an extended period, saving you time and effort.
 
 
 Why Choose Anloos Dog Insect Collar?🐾
 
 
 
 Comprehensive Protection: Effectively combats a wide range of insects, including fleas, ticks, and lice, giving your dog complete protection.
 
 Non-Toxic &amp; Comfortable: Made from safe, gentle materials, this collar is designed to be comfortable and safe for your dog’s skin.
 
 Convenient &amp; Long-Lasting: With up to 8 months of protection, this collar offers a hassle-free solution to keep your dog protected from pests, reducing the need for frequent treatments.
 
 Keep Your Dog Safe from Insects Today! With the Anloos Dog Insect Collar, you can ensure your dog’s health and comfort are maintained while effectively protecting them from fleas, ticks, and other insects. Say goodbye to pests and enjoy worry-free playtime with your pet!",""
"Zima-pet care","Alpha Dry Food For Puppies 20Kg","Puppy","Description:
 Give your puppy the best start in life with Alpha Dry Food for Puppies – 20kg, a premium, nutritious formula specially designed to support the growth and development of your little companion. Packed with high-quality ingredients and essential nutrients, this dry food ensures your puppy gets the right balance of protein, vitamins, and minerals for healthy growth, energy, and strong immunity.
 
 Key Features:🐾
 
 
 
 High-Quality Protein: Rich in real chicken and meat to support lean muscle development, healthy bone growth, and a shiny coat.
 
 Tailored for Puppies: Expertly formulated to meet the unique nutritional needs of growing puppies, providing them with the energy they need to explore and play.
 
 Optimal Growth &amp; Development: Packed with DHA and essential fatty acids to promote brain development, strong vision, and cognitive function.
 
 Digestive Health: Includes prebiotics and fiber to support a healthy gut and improve digestion, ensuring your puppy’s tummy stays happy.
 
 No Artificial Additives: Free from artificial colors, flavors, and preservatives, offering a natural and wholesome meal for your puppy.
 
 
 Why Choose Alpha Dry Food for Puppies?🐾
 
  Alpha Dry Food for Puppies – 20kg is the ideal choice for new pet owners or anyone looking to give their puppy the nutrition they need during their crucial growth stages. With a balanced blend of protein, vitamins, and minerals, this food promotes healthy bone and muscle development, strong immunity, and a long, happy life for your puppy.
 Give Your Puppy the Best Start! Order Alpha Dry Food for Puppies – 20kg today and ensure your puppy grows into a healthy, energetic adult dog!",""
